"","ADM0_A3","scalerank","featurecla","LABELRANK","SOVEREIGNT","SOV_A3","ADM0_DIF","LEVEL","TYPE","ADMIN","GEOU_DIF","GEOUNIT","GU_A3","SU_DIF","SUBUNIT","SU_A3","BRK_DIFF","NAME","NAME_LONG","BRK_A3","BRK_NAME","BRK_GROUP","ABBREV","POSTAL","FORMAL_EN","FORMAL_FR","NOTE_ADM0","NOTE_BRK","NAME_SORT","NAME_ALT","MAPCOLOR7","MAPCOLOR8","MAPCOLOR9","MAPCOLOR13","POP_EST","GDP_MD_EST","POP_YEAR","LASTCENSUS","GDP_YEAR","ECONOMY","INCOME_GRP","WIKIPEDIA","FIPS_10_","ISO_A2","ISO_A3","ISO_N3","UN_A3","WB_A2","WB_A3","WOE_ID","WOE_ID_EH","WOE_NOTE","ADM0_A3_IS","ADM0_A3_US","ADM0_A3_UN","ADM0_A3_WB","CONTINENT","REGION_UN","SUBREGION","REGION_WB","NAME_LEN","LONG_LEN","ABBREV_LEN","TINY","HOMEPART","Country","HighIncome","OECD","SERF","GDPPC","Education","Health","Housing","Food","Work","EnrollYear","EnrollGDP","EnrollRate","EnrollAdjPerf","PrimaryYear","PrimaryGDP","PrimaryRate","PrimaryAdjPerf","ChildSurviveYear","ChildSurviveGDP","ChildSurviveRate","ChildSurviveAdjPerf","Age65Year","Age65GDP","Age65Rate","Age65AdjPerf","ContraceptiveYear","ContraceptiveGDP","ContraceptiveRate","ContraceptiveAdjPerf","SanitationYear","SanitationGDP","SanitationRate","SanitationAdjPerf","RuralImprovedH20Year","RuralImprovedH20GDP","RuralImprovedH20Rate","RuralImprovedH20AdjPerf","StuntingYear","StuntingGDP","StuntingRate","Stunting.AdjPerf","NotPoorYear","NotPoorGDP","NotPoorRate","NotPoorAdjPerf"
"157","MRT",0,"Admin-0 country",3,"Mauritania","MRT",0,2,"Sovereign country","Mauritania",0,"Mauritania","MRT",0,"Mauritania","MRT",0,"Mauritania","Mauritania","MRT","Mauritania",NA,"Mrt.","MR","Islamic Republic of Mauritania",NA,NA,NA,"Mauritania",NA,3,3,2,1,3129486,6308,-99,2000,-99,"7. Least developed region","5. Low income",-99,"MR","MR","MRT","478","478","MR","MRT",23424896,23424896,"Exact WOE match as country","MRT","MRT",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",10,10,4,-99,1,"Mauritania",0,0,66.31714045,NA,63.01329456,54.51903228,50.89977652,78.22129626,84.93230263,2013,3633.179456,49.75878906,60.79745538,2014,3693.542041,67.50243378,65.22913374,2014,3693.542041,91.25,76.54184142,2014,3693.542041,64.5540485,73.88942117,2011,3403.534526,10,13.12583425,2014,3693.542041,39.7,43.02353014,2014,3693.542041,57.1,58.7760229,2012,3511.306284,78,78.22129626,2014,3693.542041,77.93,84.93230263
"158","MSR",3,"Admin-0 country",6,"United Kingdom","GB1",1,2,"Dependency","Montserrat",0,"Montserrat","MSR",0,"Montserrat","MSR",0,"Montserrat","Montserrat","MSR","Montserrat",NA,"Monts.","MS",NA,NA,"U.K.",NA,"Montserrat",NA,6,6,6,3,5097,29,-99,-99,-99,"6. Developing region","4. Lower middle income",-99,"MH","MS","MSR","500","500","-99","-99",23424888,23424888,"Exact WOE match as country","MSR","MSR",-99,-99,"North America","Americas","Caribbean","Latin America & Caribbean",10,10,6,6,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","MUS",3,"Admin-0 country",5,"Mauritius","MUS",0,2,"Sovereign country","Mauritius",0,"Mauritius","MUS",0,"Mauritius","MUS",0,"Mauritius","Mauritius","MUS","Mauritius",NA,"Mus.","MU","Republic of Mauritius",NA,NA,NA,"Mauritius",NA,1,3,5,7,1284264,15270,-99,2011,-99,"6. Developing region","3. Upper middle income",-99,"MP","MU","MUS","480","480","MU","MUS",23424894,23424894,"Exact WOE match as country","MUS","MUS",-99,-99,"Seven seas (open ocean)","Africa","Eastern Africa","Sub-Saharan Africa",9,9,4,2,1,"Mauritius",0,0,NA,18864.10567,87.31342798,NA,95.00366923,NA,95.56524338,2015,18864.10567,81.2755,80.6237057,2014,18255.86973,97.47383118,94.00315027,2015,18864.10567,98.65,96.74282646,2014,18255.86973,77.81908421,83.63143579,NA,NA,NA,NA,2015,18864.10567,93.1,90.36773863,2015,18864.10567,99.8,99.63959983,NA,NA,NA,NA,2012,17093.32094,97.04,95.56524338
"160","MWI",0,"Admin-0 country",6,"Malawi","MWI",0,2,"Sovereign country","Malawi",0,"Malawi","MWI",0,"Malawi","MWI",0,"Malawi","Malawi","MWI","Malawi",NA,"Mal.","MW","Republic of Malawi",NA,NA,NA,"Malawi",NA,1,3,4,5,14268711,11810,-99,2008,-99,"7. Least developed region","5. Low income",-99,"MI","MW","MWI","454","454","MW","MWI",23424889,23424889,"Exact WOE match as country","MWI","MWI",-99,-99,"Africa","Africa","Eastern Africa","Sub-Saharan Africa",6,6,4,-99,1,"Malawi",0,0,72.48294613,1111.648704,92.3504446,98.34861772,82.6847112,65.00113528,24.02982186,2011,1078.855647,69.12326813,91.98841117,2014,1114.766049,79.33756256,92.71247803,2015,1111.648704,93.6,96.23115406,2014,1114.766049,62.00072897,100,2014,1114.766049,57.4,98.81469909,2015,1111.648704,41,65.36942241,2015,1111.648704,89.1,100,2014,1114.766049,57.59999847,65.00113528,2010,1060.746976,12.36,24.02982186
"161","MYS",0,"Admin-0 country",3,"Malaysia","MYS",0,2,"Sovereign country","Malaysia",0,"Malaysia","MYS",0,"Malaysia","MYS",0,"Malaysia","Malaysia","MYS","Malaysia",NA,"Malay.","MY","Malaysia",NA,NA,NA,"Malaysia",NA,2,4,3,6,25715819,384300,-99,2010,-99,"6. Developing region","3. Upper middle income",-99,"MY","MY","MYS","458","458","MY","MYS",23424901,23424901,"Exact WOE match as country","MYS","MYS",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",8,8,6,-99,1,"Malaysia",0,0,83.21400587,25311.90676,81.9554954,74.69997906,89.72679183,74.08064553,95.60711752,2015,25311.90676,68.93354,63.9109908,2014,24459.71129,102.416748,100,2015,25311.90676,99.3,98.54246127,2014,24459.71129,80.7025884,86.91161267,2004,17864.48259,32.2,38.64586324,2015,25311.90676,96,93.52070422,2015,25311.90676,93,85.93287944,2006,19163.62833,82.79999924,74.08064553,2009,20051.83456,97.29,95.60711752
"162","NAM",0,"Admin-0 country",3,"Namibia","NAM",0,2,"Sovereign country","Namibia",0,"Namibia","NAM",0,"Namibia","NAM",0,"Namibia","Namibia","NAM","Namibia",NA,"Nam.","NA","Republic of Namibia",NA,NA,NA,"Namibia",NA,4,1,1,7,2108665,13250,-99,2001,-99,"6. Developing region","3. Upper middle income",-99,"WA","NA","NAM","516","516","NA","NAM",23424987,23424987,"Exact WOE match as country","NAM","NAM",-99,-99,"Africa","Africa","Southern Africa","Sub-Saharan Africa",7,7,4,-99,1,"Namibia",0,0,66.13716624,9778.405179,77.90225809,72.62367972,57.07874017,69.99547227,53.08568095,2006,7691.126626,70.26069641,77.77267719,2013,9140.473093,86.4988327,78.03183898,2015,9778.405179,95.46,87.49011472,2014,9502.978783,61.15132935,62.70908762,2013,9140.473093,55.3,67.67183682,2015,9778.405179,34.4,33.67614382,2015,9778.405179,84.6,80.48133652,2013,9140.473093,76.89999962,69.99547227,2009,8056.132669,54.28,53.08568095
"163","NCL",1,"Admin-0 country",3,"France","FR1",1,2,"Dependency","New Caledonia",0,"New Caledonia","NCL",0,"New Caledonia","NCL",0,"New Caledonia","New Caledonia","NCL","New Caledonia",NA,"New C.","NC","New Caledonia","Nouvelle-Calédonie","Fr.",NA,"New Caledonia",NA,7,5,9,11,227436,3158,-99,2009,-99,"6. Developing region","2. High income: nonOECD",-99,"NC","NC","NCL","540","540","NC","NCL",23424903,23424903,"Exact WOE match as country","NCL","NCL",-99,-99,"Oceania","Oceania","Melanesia","East Asia & Pacific",13,13,6,-99,-99,"New Caledonia",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","NER",0,"Admin-0 country",3,"Niger","NER",0,2,"Sovereign country","Niger",0,"Niger","NER",0,"Niger","NER",0,"Niger","Niger","NER","Niger",NA,"Niger","NE","Republic of Niger",NA,NA,NA,"Niger",NA,4,5,3,13,15306252,10040,-99,2001,-99,"7. Least developed region","5. Low income",-99,"NG","NE","NER","562","562","NE","NER",23424906,23424906,"Exact WOE match as country","NER","NER",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",5,5,5,-99,1,"Niger",0,0,62.80407604,897.3953205,61.0811042,70.96274151,43.78833355,79.00339656,59.18480436,2012,867.2757121,36.62944031,49.13955951,2014,901.7585957,58.61994934,73.02264888,2015,897.3953205,90.45,88.68616067,2014,901.7585957,62.04208535,100,2012,867.2757121,12.2,24.20206386,2015,897.3953205,10.9,20.71211545,2015,897.3953205,48.6,66.86455166,2012,867.2757121,57,79.00339656,2014,901.7585957,24.54,59.18480436
"165","NFK",6,"Admin-0 country",5,"Australia","AU1",1,2,"Dependency","Norfolk Island",0,"Norfolk Island","NFK",0,"Norfolk Island","NFK",0,"Norfolk Island","Norfolk Island","NFK","Norfolk Island",NA,"Nfk. I.","NF","Territory of Norfolk Island",NA,"Auz.",NA,"Norfolk Island",NA,1,2,2,7,2141,32.12,-99,-99,-99,"6. Developing region","4. Lower middle income",-99,"NF","NF","NFK","574","574","-99","-99",23424905,23424905,"Exact WOE match as country","NFK","NFK",-99,-99,"Oceania","Oceania","Australia and New Zealand","East Asia & Pacific",14,14,7,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","NGA",0,"Admin-0 country",2,"Nigeria","NGA",0,2,"Sovereign country","Nigeria",0,"Nigeria","NGA",0,"Nigeria","NGA",0,"Nigeria","Nigeria","NGA","Nigeria",NA,"Nigeria","NG","Federal Republic of Nigeria",NA,NA,NA,"Nigeria",NA,3,2,5,2,149229090,335400,-99,2006,-99,"5. Emerging region: G20","4. Lower middle income",-99,"NI","NG","NGA","566","566","NG","NGA",23424908,23424908,"Exact WOE match as country","NGA","NGA",-99,-99,"Africa","Africa","Western Africa","Sub-Saharan Africa",7,7,7,-99,1,"Nigeria",0,0,46.83963131,5638.887379,67.75029759,41.26448315,43.69124267,56.89536062,24.5967725,2011,5230.598854,55.64119,65.0750836,2010,5122.813555,76.0451889,70.42551158,2015,5638.887379,89.12,68.27006432,2014,5639.447041,45.91780623,43.19527867,2013,5447.75923,9.8,12.32810646,2015,5638.887379,29,30.0005103,2015,5638.887379,57.3,57.38197504,2014,5639.447041,67.09999847,56.89536062,2009,4879.482138,23.54,24.5967725
"167","NIC",0,"Admin-0 country",5,"Nicaragua","NIC",0,2,"Sovereign country","Nicaragua",0,"Nicaragua","NIC",0,"Nicaragua","NIC",0,"Nicaragua","Nicaragua","NIC","Nicaragua",NA,"Nic.","NI","Republic of Nicaragua",NA,NA,NA,"Nicaragua",NA,1,4,1,9,5891199,16790,-99,2005,-99,"6. Developing region","4. Lower middle income",-99,"NU","NI","NIC","558","558","NI","NIC",23424915,23424915,"Exact WOE match as country","NIC","NIC",-99,-99,"North America","Americas","Central America","Latin America & Caribbean",9,9,4,-99,1,"Nicaragua",0,0,NA,4884.150761,NA,95.1387627,70.62398673,75.44468977,87.00925658,NA,NA,NA,NA,2010,4024.227218,85.36607361,83.56475051,2015,4884.150761,97.79,96.8102448,2014,4707.445227,77.65846506,90.77074948,2012,4406.995386,76.5,97.83529382,2015,4884.150761,67.9,71.19113975,2015,4884.150761,69.4,70.05683372,2006,3898.766309,77,75.44468977,2014,4707.445227,82.88,87.00925658
"168","NIU",5,"Admin-0 country",4,"New Zealand","NZ1",1,2,"Dependency","Niue",0,"Niue","NIU",0,"Niue","NIU",0,"Niue","Niue","NIU","Niue",NA,"Niue","NU",NA,NA,"Assoc. with N.Z.",NA,"Niue",NA,3,3,4,4,1398,10.01,-99,-99,-99,"6. Developing region","3. Upper middle income",-99,"NE","NU","NIU","570","570","-99","-99",23424904,23424904,"Exact WOE match as country","NIU","NIU",-99,-99,"Oceania","Oceania","Polynesia","East Asia & Pacific",4,4,4,3,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","NLD",0,"Admin-0 country",5,"Netherlands","NL1",1,2,"Country","Netherlands",0,"Netherlands","NLD",0,"Netherlands","NLD",0,"Netherlands","Netherlands","NLD","Netherlands",NA,"Neth.","NL","Kingdom of the Netherlands",NA,NA,NA,"Netherlands",NA,4,2,2,9,16715999,672000,-99,2011,-99,"2. Developed region: nonG7","1. High income: OECD",-99,"NL","NL","NLD","528","528","NL","NLD",-90,23424909,"Doesn't include new former units of Netherlands Antilles (24549811, 24549808, and 24549809)","NLD","NLD",-99,-99,"Europe","Europe","Western Europe","Europe & Central Asia",11,11,5,-99,1,"Netherlands",1,1,NA,46353.85191,NA,92.52564616,97.48204611,NA,NA,2012,45411.35235,106.9199905,100,NA,NA,NA,NA,2015,46353.85191,99.62,99.21381704,2014,45668.44147,90.37482585,98.94490928,2008,47134.30299,67,79.41821217,2015,46353.85191,97.7,94.96409223,2015,46353.85191,100,100,NA,NA,NA,NA,NA,NA,NA,NA
"170","NOR",0,"Admin-0 country",3,"Norway","NOR",0,2,"Sovereign country","Norway",0,"Norway","NOR",0,"Norway","NOR",0,"Norway","Norway","NOR","Norway",NA,"Nor.","N","Kingdom of Norway",NA,NA,NA,"Norway",NA,5,3,8,12,4676305,276400,-99,2001,-99,"2. Developed region: nonG7","1. High income: OECD",-99,"-99","-99","-99","-99","-99","-99","-99",-90,23424910,"Does not include Svalbard, Jan Mayen, or Bouvet Islands (28289410).","NOR","NOR",-99,-99,"Europe","Europe","Northern Europe","Europe & Central Asia",6,6,4,-99,1,"Norway",1,1,NA,63649.50532,94.78421382,98.42968594,97.56543238,NA,NA,2015,63649.50532,98.06034,96.33133679,2014,63286.68811,98.45600891,93.23709086,2015,63649.50532,99.74,99.48055182,2014,63286.68811,90.31141161,98.55682686,2005,62888.10035,82.2,97.25167912,2015,63649.50532,98.1,95.13086475,2015,63649.50532,100,100,NA,NA,NA,NA,NA,NA,NA,NA
"171","NPL",0,"Admin-0 country",3,"Nepal","NPL",0,2,"Sovereign country","Nepal",0,"Nepal","NPL",0,"Nepal","NPL",0,"Nepal","Nepal","NPL","Nepal",NA,"Nepal","NP","Nepal",NA,NA,NA,"Nepal",NA,2,2,3,12,28563377,31080,-99,2001,-99,"7. Least developed region","5. Low income",-99,"NP","NP","NPL","524","524","NP","NPL",23424911,23424911,"Exact WOE match as country","NPL","NPL",-99,-99,"Asia","Asia","Southern Asia","South Asia",5,5,5,-99,1,"Nepal",0,0,76.56980954,2312.394345,96.44588486,86.38870796,76.6883498,57.18353311,66.14257198,2015,2312.394345,72.92878,92.89176972,2015,2312.394345,105.7155914,100,2015,2312.394345,96.42,96.6492867,2014,2278.130002,73.5083506,96.94653988,2014,2278.130002,47.1,65.5702973,2015,2312.394345,45.8,54.08932604,2015,2312.394345,91.8,99.28737356,2014,2278.130002,62.59999847,57.18353311,2010,1996.859597,51.56,66.14257198
"172","NRU",5,"Admin-0 country",6,"Nauru","NRU",0,2,"Sovereign country","Nauru",0,"Nauru","NRU",0,"Nauru","NRU",0,"Nauru","Nauru","NRU","Nauru",NA,"Nauru","NR","Republic of Nauru",NA,NA,NA,"Nauru",NA,3,7,6,9,14019,60,-99,-99,-99,"6. Developing region","4. Lower middle income",-99,"NR","NR","NRU","520","520","-99","-99",23424912,23424912,"Exact WOE match as country","NRU","NRU",-99,-99,"Oceania","Oceania","Micronesia","East Asia & Pacific",5,5,5,3,1,"Nauru",1,0,NA,14974.75286,82.73909546,NA,NA,73.6662881,NA,2008,5331.315757,56.12797928,65.47819092,2014,14631.56348,112.4423981,100,2015,14974.75286,96.46,90.06521327,NA,NA,NA,NA,2007,3955.159742,23,29.71001552,2015,14974.75286,65.6,58.73575502,NA,NA,NA,NA,2007,3955.159742,76,73.6662881,NA,NA,NA,NA
"173","NZL",0,"Admin-0 country",2,"New Zealand","NZ1",1,2,"Country","New Zealand",0,"New Zealand","NZL",0,"New Zealand","NZL",0,"New Zealand","New Zealand","NZL","New Zealand",NA,"N.Z.","NZ","New Zealand",NA,NA,NA,"New Zealand",NA,3,3,4,4,4213418,116700,-99,2006,-99,"2. Developed region: nonG7","1. High income: OECD",-99,"NZ","NZ","NZL","554","554","NZ","NZL",23424916,23424916,"Exact WOE match as country","NZL","NZL",-99,-99,"Oceania","Oceania","Australia and New Zealand","East Asia & Pacific",11,11,4,-99,1,"New Zealand",1,1,NA,35158.64147,NA,NA,NA,NA,NA,2014,34653.32948,104.8602829,100,NA,NA,NA,NA,2015,35158.64147,99.43,98.74535608,2014,34653.32948,89.97510792,98.76064898,NA,NA,NA,NA,NA,NA,NA,NA,2015,35158.64147,100,100,NA,NA,NA,NA,NA,NA,NA,NA
"174","OMN",0,"Admin-0 country",4,"Oman","OMN",0,2,"Sovereign country","Oman",0,"Oman","OMN",0,"Oman","OMN",0,"Oman","Oman","OMN","Oman",NA,"Oman","OM","Sultanate of Oman",NA,NA,NA,"Oman",NA,1,4,1,6,3418085,66980,-99,2010,-99,"6. Developing region","2. High income: nonOECD",-99,"MU","OM","OMN","512","512","OM","OMN",23424898,23424898,"Exact WOE match as country","OMN","OMN",-99,-99,"Asia","Asia","Western Asia","Middle East & North Africa",4,4,4,-99,1,"Oman",1,0,NA,37541.07548,84.04078749,68.7941339,80.92412232,72.33118553,NA,2015,37541.07548,76.92457,68.08157498,2014,37667.03576,108.8127899,100,2015,37541.07548,98.84,96.85876393,2014,37667.03576,84.53195009,91.38670451,2008,46747.37172,15.3,18.13693327,2015,37541.07548,96.7,93.51381953,2015,37541.07548,86.1,68.33442512,2014,37667.03576,85.89999962,72.33118553,NA,NA,NA,NA
"175","PAK",0,"Admin-0 country",2,"Pakistan","PAK",0,2,"Sovereign country","Pakistan",0,"Pakistan","PAK",0,"Pakistan","PAK",0,"Pakistan","Pakistan","PAK","Pakistan",NA,"Pak.","PK","Islamic Republic of Pakistan",NA,NA,NA,"Pakistan",NA,2,2,3,11,176242949,427300,-99,1998,-99,"5. Emerging region: G20","4. Lower middle income",-99,"PK","PK","PAK","586","586","PK","PAK",23424922,23424922,"Exact WOE match as country","PAK","PAK",-99,-99,"Asia","Asia","Southern Asia","South Asia",8,8,4,-99,1,"Pakistan",0,0,62.41734968,4706.184733,64.30279233,63.36359221,78.89493759,38.8008797,66.72454656,2015,4706.184733,50.17408,59.48552803,2014,4588.64098,73.72827148,69.12005664,2015,4706.184733,91.89,77.75406445,2014,4588.64098,69.49973905,79.0029255,2013,4476.900408,26.1,33.33378666,2015,4706.184733,63.5,66.83286002,2015,4706.184733,89.9,90.95701516,2012,4380.236855,55,38.8008797,2013,4476.900408,63.12,66.72454656
"176","PAN",0,"Admin-0 country",4,"Panama","PAN",0,2,"Sovereign country","Panama",0,"Panama","PAN",0,"Panama","PAN",0,"Panama","Panama","PAN","Panama",NA,"Pan.","PA","Republic of Panama",NA,NA,NA,"Panama",NA,4,4,6,3,3360474,38830,-99,2010,-99,"6. Developing region","3. Upper middle income",-99,"PM","PA","PAN","591","591","PA","PAN",23424924,23424924,"Exact WOE match as country","PAN","PAN",-99,-99,"North America","Americas","Central America","Latin America & Caribbean",6,6,4,-99,1,"Panama",0,0,81.14829494,20885.33945,87.48257071,85.49559831,72.30328866,73.78054979,86.67946724,2013,19221.59199,75.97368622,74.96514142,2013,19221.59199,101.9718094,100,2015,20885.33945,98.3,95.54526616,2014,20059.12746,82.06720062,89.15277675,2013,19221.59199,59.9,71.78875203,2015,20885.33945,75,65.12806156,2015,20885.33945,88.6,79.47851576,2008,14942.01102,80.89999962,73.78054979,2014,20059.12746,91.63,86.67946724
"177","PCN",5,"Admin-0 country",4,"United Kingdom","GB1",1,2,"Dependency","Pitcairn Islands",0,"Pitcairn Islands","PCN",0,"Pitcairn Islands","PCN",0,"Pitcairn Is.","Pitcairn Islands","PCN","Pitcairn Is.",NA,"Pit. Is.","PN","Pitcairn, Henderson, Ducie and Oeno Islands",NA,"U.K.",NA,"Pitcairn Islands",NA,6,6,6,3,48,0.72,-99,-99,-99,"7. Least developed region","5. Low income",-99,"PC","PN","PCN","612","612","-99","-99",23424918,23424918,"Exact WOE match as country","PCN","PCN",-99,-99,"Oceania","Oceania","Polynesia","East Asia & Pacific",12,16,8,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","PER",0,"Admin-0 country",2,"Peru","PER",0,2,"Sovereign country","Peru",0,"Peru","PER",0,"Peru","PER",0,"Peru","Peru","PER","Peru",NA,"Peru","PE","Republic of Peru",NA,NA,NA,"Peru",NA,4,4,4,11,29546963,247300,-99,2007,-99,"5. Emerging region: G20","3. Upper middle income",-99,"PE","PE","PER","604","604","PE","PER",23424919,23424919,"Exact WOE match as country","PER","PER",-99,-99,"South America","Americas","South America","Latin America & Caribbean",4,4,4,-99,1,"Peru",0,0,82.01375111,11767.52212,90.64959706,81.92531036,66.48373431,82.06492344,88.94519039,2010,9956.557315,83.62492371,89.02042566,2014,11545.46443,95.90558624,92.27876845,2015,11767.52212,98.31,96.25240559,2014,11545.46443,79.52487206,87.36905392,2013,11430.35114,51.2,62.15447158,2015,11767.52212,76.2,73.77738816,2015,11767.52212,69.2,59.19008045,2014,11545.46443,85.39999962,82.06492344,2014,11545.46443,90.99,88.94519039
"179","PGA",6,"Admin-0 country",6,"Spratly Islands","PGA",0,2,"Indeterminate","Spratly Islands",0,"Spratly Islands","PGA",0,"Spratly Islands","PGA",1,"Spratly Is.","Spratly Islands","B46","Spratly Is.",NA,"Spratly Is.","SP",NA,NA,"Disputed","Claimed by China, Taiwan, Malaysia, the Philippines, and Brunei","Spratly Islands",NA,3,7,6,-99,100,0.4,-99,-99,-99,"7. Least developed region","5. Low income",-99,"PG","-99","-99","-99","-099","-99","-99",23424921,23424921,"Exact WOE match as country","-99","PGA",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",11,15,11,-99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","PHL",0,"Admin-0 country",2,"Philippines","PHL",0,2,"Sovereign country","Philippines",0,"Philippines","PHL",0,"Philippines","PHL",0,"Philippines","Philippines","PHL","Philippines",NA,"Phil.","PH","Republic of the Philippines",NA,NA,NA,"Philippines",NA,3,2,2,8,97976603,317500,-99,2010,-99,"5. Emerging region: G20","4. Lower middle income",-99,"RP","PH","PHL","608","608","PH","PHL",23424934,23424934,"Exact WOE match as country","PHL","PHL",-99,-99,"Asia","Asia","South-Eastern Asia","East Asia & Pacific",11,11,5,-99,1,"Philippines",0,0,75.26515937,6938.210302,98.45138573,71.52786397,82.33763197,60.3905386,63.61837658,2013,6365.524163,85.13391113,96.90277147,2013,6365.524163,100.970108,100,2015,6938.210302,97.2,93.78445552,2014,6654.487607,67.99123346,73.96721171,2013,6365.524163,37.6,46.83192468,2015,6938.210302,73.9,75.23472512,2015,6938.210302,90.3,89.44053881,2013,6365.524163,69.70000076,60.3905386,2012,6041.777791,62.39,63.61837658
"181","PLW",5,"Admin-0 country",6,"Palau","PLW",0,2,"Sovereign country","Palau",0,"Palau","PLW",0,"Palau","PLW",0,"Palau","Palau","PLW","Palau",NA,"Palau","PW","Republic of Palau",NA,NA,NA,"Palau",NA,2,5,1,12,20796,164,-99,2010,-99,"6. Developing region","3. Upper middle income",-99,"PS","PW","PLW","585","585","PW","PLW",23424927,23424927,"Exact WOE match as country","PLW","PLW",-99,-99,"Oceania","Oceania","Micronesia","East Asia & Pacific",5,5,5,2,1,"Palau",0,0,NA,14385.96881,95.48317454,NA,89.91193267,NA,NA,2013,12841.63204,97.6684494,100,2014,13275.28003,95.5102005,90.96634907,2015,14385.96881,98.36,96.12788598,NA,NA,NA,NA,NA,NA,NA,NA,2015,14385.96881,100,100,2011,12947.90758,86,79.82386535,NA,NA,NA,NA,NA,NA,NA,NA
"182","PNG",0,"Admin-0 country",2,"Papua New Guinea","PNG",0,2,"Sovereign country","Papua New Guinea",0,"Papua New Guinea","PNG",1,"Papua New Guinea","PN1",0,"Papua New Guinea","Papua New Guinea","PN1","Papua New Guinea",NA,"P.N.G.","PG","Independent State of Papua New Guinea",NA,NA,NA,"Papua New Guinea",NA,4,2,3,1,6057263,13210,-99,2000,-99,"6. Developing region","4. Lower middle income",-99,"PP","PG","PNG","598","598","PG","PNG",23424926,23424926,"Exact WOE match as country","PNG","PNG",-99,-99,"Oceania","Oceania","Melanesia","East Asia & Pacific",16,16,6,-99,1,"Papua New Guinea",0,0,NA,NA,NA,63.08118423,28.15185668,35.03865133,44.79387533,NA,NA,NA,NA,2012,2480.274182,78.61135864,80.28082308,2014,2723.493095,94.09,87.55930639,2014,2723.493095,57.32355305,66.60005024,2007,1906.208774,24.3,35.08419607,2014,2723.493095,18.9,21.54024111,2014,2723.493095,32.8,34.76347225,2011,2345.065877,50.5,35.03865133,2009,2058.323659,35.32,44.79387533
"183","POL",0,"Admin-0 country",3,"Poland","POL",0,2,"Sovereign country","Poland",0,"Poland","POL",0,"Poland","POL",0,"Poland","Poland","POL","Poland",NA,"Pol.","PL","Republic of Poland",NA,NA,NA,"Poland",NA,3,7,1,2,38482919,667900,-99,2011,-99,"2. Developed region: nonG7","1. High income: OECD",-99,"PL","PL","POL","616","616","PL","POL",23424923,23424923,"Exact WOE match as country","POL","POL",-99,-99,"Europe","Europe","Eastern Europe","Europe & Central Asia",6,6,4,-99,1,"Poland",1,1,NA,25322.53843,95.92544538,NA,94.53880794,NA,99.44216393,2013,23554.78871,97.31829834,96.89376251,2013,23554.78871,98.13291168,94.95712825,2015,25322.53843,99.48,99.10884859,2014,24346.20656,81.75413053,88.33268832,NA,NA,NA,NA,2015,25322.53843,97.2,95.44574239,2015,25322.53843,96.9,93.63187348,NA,NA,NA,NA,2014,24346.20656,99.69,99.44216393
